Airport,State,Index,Country
MGK,FG,04348,SU
IRN,CA,67844,KV
IZJ,PQ,82848,OY
PKL,AO,73786,AA
SWK,QA,28034,XD
JHM,BS,20587,PH
COG,DT,29662,SC
ZMF,ST,69879,MW
HTL,KJ,40578,FS
IDC,FE,41796,HJ
GQK,JC,35434,UO
MJI,XE,85932,YH
XEB,GZ,91286,SL
XIF,PT,20826,DH
BWK,SH,58090,GJ
ZNU,EM,99985,DI
LGR,RN,39488,VM
KJK,AD,69544,NH
RXR,RA,03074,DJ
AXR,GA,09726,KM
AKH,XO,70299,CW
MPR,FX,93228,GM
JRH,US,45830,EP
JPP,SI,59503,OF
ZIS,FF,00367,WN
NVH,LA,91962,CU
ROV,QW,71217,ZH
YBQ,GO,28191,JH
RJS,BN,46776,UV
PWR,OV,23675,PP
SJP,JC,51637,QZ
ZIT,IY,07507,HM
DDU,HA,49810,RY
WOR,UC,08996,XY
WXW,AC,47168,PM
EAC,WO,00783,HO
MWB,KK,87362,AP
PVZ,VE,49518,ZM
NWO,LC,22378,GI
AQI,JW,70348,NB
HYL,OT,24398,BX
XUQ,WT,97864,CS
BGC,IW,54111,GE
LQT,QW,53822,JZ
ZVA,ZC,65505,XC
MTD,CC,78048,OV
KBS,ZZ,08412,PG
QFD,JX,58177,WJ
IVP,UZ,17244,DJ
CSK,MO,98127,SN
RTK,QO,53519,QJ
FUM,TH,21248,DW
HUV,NI,05772,GS
MPX,DI,37190,SR
MZR,WB,62750,YZ
OMW,JJ,91685,ED
ONB,BS,82787,ZN
LJN,IZ,08839,WB
PVP,RS,74347,AG
DKQ,EY,26692,VI
BVU,HR,44453,CI
ZRG,TO,05828,JR
DLR,AP,85433,GM
YJP,LR,12786,AP
NHM,KZ,63769,DM
VQX,UK,42442,XV
HPU,WL,78939,EC
KFR,MG,84672,XM
BOH,AV,92858,WX
VAA,AX,49281,MH
OIC,MH,08948,KP
CEZ,VK,31017,BW
PMG,IB,36350,YB
WDM,LX,51954,BU
TNX,FT,26334,QS
OLF,QK,24021,IN
REM,BI,11037,RQ
CGF,OO,08510,OZ
MAQ,RD,66028,XH
VIP,CT,25825,KN
RKW,GG,70690,MK
FRS,EO,25591,QM
BTW,NK,34847,UH
XJI,WL,95224,IY
ROK,PG,61122,YZ
QOV,GN,93657,OU
FPH,DJ,48112,EM
HXI,XX,05576,JT
MJL,EN,73362,JA
DJT,SQ,88472,DA
DGG,PL,00417,OR
VFP,UL,25838,GE
IBN,MK,32419,XJ
XOP,HF,94155,ZS
ZIJ,LB,40487,NY
RIJ,JT,59707,VE
YAA,NI,49841,EJ
ELV,CX,49303,HV
KOO,ZV,22034,QK
TZN,QP,18847,MR
MGZ,GA,48425,RL
DAC,GZ,40747,JJ
ZDR,BI,49817,VQ
YYO,HL,44164,QL
MKU,YX,10377,FN
WQV,ZZ,84931,IX
ZYT,PC,77016,TS
IJN,VW,33510,WD
LBP,KG,16367,FQ
XYB,VW,01785,JU
XOG,FG,91127,XX
ORN,EC,98636,DE
JQN,XL,18720,XG
WNP,TV,70757,YW
KKN,MR,70100,CW
IXP,TG,02768,BQ
WXC,NM,68637,RD
UZV,DG,43747,GU
KGB,OM,93388,YI
FFF,PJ,58347,VU
XZQ,SK,57764,HL
JMJ,YN,37977,HW
WWL,NY,93890,XR
MRT,NZ,21318,NH
BFT,DR,01611,GB
RNZ,SR,71474,EU
FIQ,OV,88968,JL
RQQ,AU,05176,QG
NRY,TG,43580,MJ
UPP,ZZ,58651,IQ
SRR,VT,57071,MQ
ZUN,TJ,73592,PL
TQJ,NK,37083,ZZ
XGS,HL,54155,XE
KHS,CT,50823,PE
RHL,WJ,65502,YT
XPT,PP,57174,WS
ZNI,GM,98724,SO
ZUP,NG,64513,OP
MVN,QG,87504,OU
LMQ,EM,07487,ZR
CCR,UV,75185,HU
LIV,DB,62809,YV
ONB,DT,66728,UT
FOQ,TV,30125,IG
OGZ,XD,74375,FN
HPV,BL,59810,DW
UVG,XC,05209,QI
JCE,RM,19446,ZZ
ALQ,UI,38856,XV
AYP,XC,54618,YD
CKL,GV,82812,MV
GRB,IV,42697,OH
ITI,AJ,54881,OV
NTF,LH,57628,MQ
LOB,FZ,91545,KY
DBC,WJ,95740,HX
WTA,GU,43936,SI
ZHF,HN,65274,OF
SRP,JD,97946,IR
MJZ,QY,22697,TB
UMO,BM,22403,UQ
BLM,QM,11714,IA
FRU,LH,37023,AL
RZD,VA,69230,PU
OEQ,HG,14107,DL
ZRA,RT,81173,EY
XIS,BJ,79125,MH
MBQ,QM,54409,HX
GHV,MU,29425,KK
XGV,UF,60002,CZ
KDC,LR,43595,SC
BJF,LP,21207,QY
HSC,PH,30518,PC
BJJ,EC,72097,YT
CCU,NG,19097,AW
YUG,SC,12844,BK
AWB,OZ,88251,LY
SLZ,MV,44278,DL
QRW,ZV,70868,FL
CIH,MG,56194,OG
ZQF,TX,42961,JY
FWL,SX,53485,AK
GMR,YP,31343,PM
KFF,PL,77988,XE
JUC,NJ,98878,HS
QQS,PF,81859,JV
WBL,QQ,77670,GV
HBE,BE,71389,BR
FXA,RZ,33459,QJ
HPX,UE,27194,LR
HFM,GW,98711,FA
UGL,XV,44085,CP
ERX,CM,81802,OB
TAY,SU,08898,QG
NMG,VB,46248,YC
MEZ,AQ,26659,HN
VOV,CO,42032,XM
DNY,GP,66694,NV
FWR,UW,17872,YR
ENG,VA,15616,KN
VKB,QQ,27084,OZ
PRD,VP,77644,MQ
VQO,JM,05936,NT
ADL,CT,18902,BQ
UIW,FW,30990,KB
VYY,RU,35862,ZA
OXA,ZJ,11719,UW
AOR,OM,34906,HJ
OCN,TV,04763,NM
UTP,IY,06872,EJ
GYO,IG,24386,WJ
TNQ,BN,43769,LQ
GCQ,SY,81663,PS
ZQX,FL,12880,KB
TTR,AL,56296,YS
NEQ,SF,22900,RI
LZS,JS,98541,SN
QXI,GU,88245,EE
RSJ,OD,11613,AO
WUF,DG,40455,PR
YQF,OB,09627,TU
XVI,CJ,19563,MT
GUL,QH,17648,WI
BCE,WR,60564,XG
FTR,PJ,10811,GF
IJX,IP,65456,IL
UWS,JH,15398,VH
GFY,FW,65627,TD
KVO,XN,70207,TU
QGR,MN,32142,CB
ASI,YH,73564,OI
GCY,LN,46789,VD
IEN,RM,19180,YR
ZXO,IZ,23932,LR
NTR,NF,31071,SD
IHF,GV,49899,AS
DAZ,EW,24486,WQ
KEA,VL,09926,XK
LAT,KJ,90288,OA
QAI,IJ,14696,ET
IUV,RY,48810,AG
KPX,OG,65109,IS
NJN,HV,97084,DO
TCR,NM,49141,QF
HMC,AO,28723,CG
VAI,OE,41663,KT
VEF,YS,05315,PY
MAL,CF,61478,SY
CQG,GX,45164,EE
SWT,ZV,32462,QU
QEF,VG,32206,PG
UCL,KO,71578,DM
CEG,EO,49702,SA
FFN,DC,45175,MX
LSR,AS,34375,RB
CTE,VO,49408,RH
FTM,RO,01409,OT
GAB,UE,78072,MD
KGW,BO,87070,OR
MKJ,CZ,93347,DN
XFY,KQ,08925,QM
FGH,GC,19725,OV
VYB,CJ,78384,LT
MTE,AY,61232,WM
LGE,TZ,51317,IH
VCF,DY,16770,ZD
GWT,LE,21806,HZ
LNX,FC,90582,WH
XVT,IU,53694,NS
BMY,MW,24804,BF
EUE,RA,96805,KV
CEB,CL,69613,GD
QMC,TF,32450,TT
QYB,QD,04334,ZA
JBL,CO,19139,MR
ACJ,VT,94499,EW
DZR,XE,50349,VD
ZSX,MM,59458,TV
CYE,PM,32998,JP
XYS,BV,06885,TS
LWT,TE,97331,YW
MUG,OJ,48471,BE
JXF,ZP,62468,LN
WFD,NV,18584,YQ
PBD,TC,48756,LP
QSN,PT,43620,DS
AMT,IR,31031,OE
KZM,MP,91915,JO
PQX,QK,26176,KY
WQC,EF,58396,CL
HPE,GQ,70995,UV
RTP,IE,92652,HW
RHR,DM,92001,HY
HGR,GG,88355,TS
BNH,RM,29578,MK
HWC,OY,28722,FP
ZCJ,VB,22244,LH
LCW,RY,24392,SG
FMA,GS,53718,SK
ZKK,RX,84749,QI
JWG,IL,68030,QL
JZH,UO,63712,BL
VXX,JC,31815,ZC
SJI,SE,01068,FT
ILA,IR,66885,PO
CTR,WH,45918,GW
RIN,GQ,59321,FT
JWU,AK,75653,FV
CIM,WT,44553,MS
HRY,AK,76472,SH
AVC,CH,00326,HF
JPI,PA,87541,FT
JSL,QZ,40919,AZ
FQE,AJ,26273,MC
UJV,OY,80389,TF
SOE,UK,23625,MZ
XNE,XK,03797,JE
IVG,QP,61795,SE
XNU,DX,65968,IT
DDQ,DE,05781,BC
OWX,MP,87071,FR
EYM,PL,84273,VZ
WZR,OW,78106,NU
GYS,NR,85741,HM
NIW,TA,11705,CR
NBC,MR,04032,QM
GMA,LU,37005,CC
BBJ,RE,43775,TX
WYK,ER,46460,SJ
PGN,EL,45613,OQ
UTA,PQ,76695,AZ
QSZ,EI,33369,MQ
HTF,CP,40523,EB
SAS,AF,36209,QJ
EYJ,XN,43340,NZ
FRM,TF,76373,GR
VBO,ZK,38563,VP
MUX,FB,26888,UP
DIE,CZ,66903,US
PCX,ML,61797,DV
YMC,QN,04511,EW
ECX,TK,09376,PJ
EPY,GE,90726,NQ
WGH,JJ,86186,DV
FCV,CA,41284,OK
HAI,YM,83446,YA
RZF,QP,27104,MV
PMO,JS,88225,WD
CPM,ZW,64794,QX
ZOA,VR,83010,SK
AMK,SV,61802,ZE
SQK,XS,73294,PA
NIZ,CU,17588,YQ
MVC,SM,95858,YW
XXH,GE,21498,PT
KMV,UG,04836,XV
FYC,NO,35527,VJ
XCG,XL,37894,SK
CMM,EB,48316,SC
YTQ,KG,82019,IG
RVA,OK,60485,DZ
OZK,HZ,06731,IR
XXV,CT,50609,TL
PXX,OF,71813,PK
IQG,DG,02757,IH
ZSF,PZ,59977,MR
GSK,DD,41123,CN
ONO,DY,50826,XF
NRN,MZ,58896,TW
DHX,QO,27306,HJ
ZNP,YR,74350,OV
AVZ,OM,04112,OV
RFB,UC,82681,XX
JZB,IP,84723,UH
ZEE,YP,40626,YY
IWS,NC,16985,MK
LCL,VY,57213,XY
FMJ,FA,38211,ZU
GSU,TL,89000,KR
LNE,YS,07232,NB
SGW,LP,12225,NU
NNA,DW,44984,DO
UNX,HQ,03101,PT
MSZ,EF,77587,LP
AYF,WI,35978,UU
RWS,FN,82884,JA
SVJ,DT,43789,DS
IJR,UW,22964,YC
LUZ,QW,31977,NX
GFC,MZ,00506,VC
RHL,YD,02946,LT
XER,HF,71276,AS
HPJ,UO,60775,BX
UUB,KE,82192,MF
NLP,IJ,98585,QZ
XNA,FZ,80707,YP
YLG,OQ,80789,OB
HCY,GF,18812,GP
TNR,OA,99811,QR
XNX,YN,31801,BX
THL,LO,08349,MX
IHO,DO,87779,DM
SQT,QC,37837,YS
LZM,JH,77017,YA
PLY,LZ,53762,TV
KXD,MP,07684,UQ
BSP,YD,33101,YC
QTN,CO,61007,KH
UUT,OV,42705,RF
RSJ,PT,13029,WW
VGX,IB,57431,PM
ZRB,TN,80411,CF
IJO,HP,35656,VD
MRN,KU,28675,ZM
IYJ,OK,59427,DF
IVL,OY,32117,MC
ARQ,ND,41510,ML
XMR,QE,31721,HW
ZOI,RW,88187,OG
SBS,WS,17918,ZF
ECB,XJ,62199,CC
KRU,SU,54975,SY
EXM,RB,23588,WA
ORM,GK,93918,DC
AQP,DP,91504,AZ
RFE,OE,08890,EO
WCM,YX,52066,QP
AME,XH,05255,HG
ABT,XM,54950,NZ
WZN,MN,59677,HD
QWG,MS,46134,RY
PDT,NE,57223,QH
POD,VL,53066,VM
BMH,CE,30447,XH
AMD,DG,62465,VD
KTX,WW,89945,XL
CQX,HR,18990,SZ
DTA,BX,83284,AP
UMD,PJ,48544,HM
BMA,LG,24592,SL
AAM,HJ,30997,LE
SWM,SK,25050,MU
IHU,HE,63346,NI
AUK,PQ,44060,EQ
KNC,DF,17411,YA
LZF,MA,28527,WH
PRJ,SF,29411,YC
LFI,UI,30414,ZD
CJT,AE,03732,EN
NQQ,MZ,72568,NN
FDW,PX,56688,YD
SSW,BE,17407,XM
ANR,HO,58838,LG
LSC,BM,61544,VE
RTP,YN,43619,JO
HHP,ZQ,38037,GQ
LOH,QE,63391,JX
UFK,DA,34157,LI
HLK,YW,06638,AZ
EEN,LE,80948,WP
RQD,MJ,07550,VX
TAI,WE,15282,XM
ZHW,EF,03726,XR
RSY,RG,98060,RB
ZQZ,ML,32074,BQ
MXQ,BC,11322,ME
EVD,GI,82137,QG
ZKV,KS,95428,SQ
VNV,FU,07083,KX
PTP,LZ,83253,PC
VDV,RH,70873,RY
NPP,CG,47230,KF
XRC,CH,42003,PP
RXJ,UA,97564,GA
KUW,HO,29814,DI
EDC,ME,81302,ZX
RXD,VJ,50210,MF
WZB,JA,34765,EK
MNO,JS,21321,VG
BTJ,DG,19246,YJ
BKY,PO,06062,KG
PVG,OA,33753,CK
ZWA,UD,69019,YG
GMS,UX,04661,SV
UNV,BN,39102,QZ
KDT,IZ,41370,CJ
VGX,WF,12722,PV
FCG,YF,93554,MH
AZL,GM,26830,UW
NZI,EQ,84000,ZF
VGQ,XV,42289,NO
MAK,AM,34520,RY
IAF,OV,64820,EG
KQN,UU,02454,FL
DZB,BT,67132,TC
CBP,HN,85238,CR
NDK,GT,74870,YM
GKB,XK,04515,AT
UJI,EO,07360,RK
ICI,DN,41119,YX
JRD,JO,39703,JM
SCU,QX,86420,TN
JHE,EE,75392,RI
GTN,AV,54921,YY
ISO,GO,60500,HJ
YAM,IB,43251,WC
KDQ,DD,14337,QA
BMV,SB,99438,GG
MAF,WI,10044,JP
BRL,GJ,16800,AS
ARF,VC,46638,LP
YKO,ZH,85183,PX
PIS,JF,51272,TC
JJO,OW,36248,LZ
SMD,JM,99041,ZU
APL,DL,50136,FS
ABA,VS,27352,PQ
NEH,RG,02867,AE
XOZ,VC,41544,GY
ZNY,JJ,68872,RH
JLN,VR,66693,SA
GEB,ZP,28358,YH
NNB,WN,79933,AL
CBX,DB,75554,CB
XCZ,DX,85740,RW
IPP,OU,87514,NP
ACO,UE,39966,ZK
HKO,NC,33588,DO
XDL,JU,11582,LH
RMQ,QM,65949,SM
KCT,MC,95354,SU
WOF,EC,69660,ZN
IUK,BV,68829,DS
HFQ,DZ,01433,AE
SHX,PE,73578,TB
YVS,YL,74860,GB
ZVQ,QQ,09260,OZ
VOC,FC,43467,BF
AVV,II,81391,YF
IXV,VY,56992,SN
VPQ,KF,47383,JS
PLO,CS,38263,LC
PKD,DT,11659,YN
BST,LL,58954,IB
AYS,DJ,76067,YS
IDW,PJ,08666,RB
QZW,EB,79081,VS
EEM,PS,37423,MZ
ABQ,YB,09098,PW
UWG,VJ,35630,YN
NXR,JE,36146,QI
JRI,MJ,73818,LW
RAE,MI,00901,DP
WJY,TG,00937,BI
ETF,LA,17489,KC
BAE,VF,38615,KL
JTX,NK,40925,UN
WQU,GH,99837,MV
GGW,PS,34772,FP
AQY,LE,02143,DE
VUJ,EJ,77361,PC
GGZ,DD,64855,OO
RZW,KA,08898,EY
IGO,DQ,03024,QR
LZH,UC,44881,EA
MAD,DJ,36291,SS
DOR,JF,63370,AO
GPI,KK,92515,MS
VRO,EH,12319,RR
AMN,VN,67052,IM
JHL,EQ,76001,ZS
MVM,PY,56989,LS
UHD,AE,49333,UC
FXI,ZL,14182,LZ
CZO,II,42349,FG
EDL,AV,36931,BF
GYB,QB,21675,MV
DNH,SH,11905,HK
PSX,VU,21333,RQ
EWO,OG,93217,PX
JHH,EP,02946,YD
CYD,PT,56742,RD
WEE,JC,25816,YY
WOK,IX,30880,FL
ABV,ZY,06771,CH
XAP,OV,14033,LP
UAD,DQ,54874,GE
RTS,RW,61413,IU
VDU,DZ,79380,AS
ITZ,XV,10604,VT
DCZ,MS,97031,QH
OSY,XN,19446,IE
LWU,OF,97034,WV
WNC,FY,94392,NN
BKK,HB,56045,ZN
OVM,PW,85472,QT
AYW,PW,33517,NK
IDX,MD,52974,LX
WGC,GR,37226,VY
MWK,DB,91134,MQ
FJT,CJ,00676,CZ
JNT,WX,75650,WR
QOI,TT,90315,EC
KWK,LI,93867,SO
CJA,NX,08618,DH
BCA,YV,13798,SV
SEV,SL,25421,UL
OMN,BW,76782,LK
JEP,YF,78274,YN
RNU,UF,15833,UA
JWN,PA,52991,TJ
EWC,UY,23856,OO
MMU,HH,11425,HJ
LQO,CK,91046,AU
LOX,RL,31150,SP
QQG,QX,92673,HJ
LJS,QO,92737,YM
WVI,ZF,85759,FJ
FGB,NI,71317,RH
TIN,WU,41119,MO
YFW,UU,61663,VC
ANF,HH,29220,LU
SVC,WL,16850,OM
WQF,ZO,24602,IJ
CTO,QT,68257,UX
SQN,KH,22922,VC
YLN,GA,88453,IK
GHD,UU,81970,GM
HSR,AY,41540,OV
YXF,NZ,02215,LK
NSA,NP,90899,RL
ESR,RG,24710,VZ
JVT,DV,33140,TR
OBM,VN,37040,QV
VRT,RX,41219,SH
AYK,YP,41766,CU
LFZ,FF,45688,HK
HAX,WJ,69911,MW
ESR,SD,83973,TF
QDJ,NK,94934,EK
MBZ,MZ,91275,JU
IBI,YY,65323,PK
KCN,SS,45575,YN
THF,OW,28175,NH
RGV,UQ,86925,LF
JPG,YN,02158,MT
OTF,PO,72614,ZV
KEQ,TX,85680,QW
ZEO,BJ,99823,XY
DJK,XB,04041,DI
JGA,ZV,92475,KF
IHJ,XU,72800,IE
FEF,XG,09554,KM
JRZ,UZ,22408,JV
VIS,KR,59509,DC
GXK,FQ,44829,OC
UEK,XV,55775,UK
CGQ,XP,32694,AN
BCN,UW,88128,EY
NSH,WT,82087,RA
HYT,HM,68092,GO
UOI,OK,22151,NS
SVV,VI,45293,RW
NBK,SD,95478,TR
VOE,UV,88439,DX
OSF,LW,68832,HP
JER,WN,39141,YG
QRY,CN,80656,GV
TCA,TK,52713,CN
JDX,DF,40676,LC
YOZ,XT,43810,RN
ZRH,XM,34070,GA
WCL,OD,79172,UZ
PLC,IW,75912,FC
GCE,XR,34681,RM
TXT,TS,70459,PB
IIU,EJ,41038,IG
XLT,HH,41205,UK
BMX,LC,64927,NZ
GFQ,XS,77722,OD
MEK,PV,32750,TQ
RFL,HP,06434,OW
BQG,QG,85861,RX
VXP,XV,66192,WL
EIK,CN,53867,GE
KRY,GR,03371,SH
WPJ,SA,01197,MX
LQK,KH,72493,KT
WFY,NB,83909,UV
PKH,RW,11621,GC
SKP,DC,60418,EF
GZP,HN,17920,CC
PKL,IW,71434,FC
WDU,OE,25985,HH
OHM,ZQ,84957,LS
RCI,ML,54789,DI
XVY,RI,33632,QM
KXT,PT,66157,VH
PZJ,IU,00744,IR
QKA,WE,50945,TV
JBX,LE,54462,IQ
AOZ,TM,94745,AV
XJB,RS,67111,IF
XKG,YW,14074,HK
TMP,QX,68074,KK
SWR,CQ,63223,CO
QNP,LE,33958,WH
XXR,IV,07248,GJ
FRV,OF,66961,BD
LGO,BN,59524,OK
CUA,NX,58525,EL
NHA,VY,12552,CG
LIV,LN,38389,ML
AWU,YU,27744,AK
TFP,FD,19558,GX
KFT,HO,72830,KH
ABG,NZ,87007,SJ
CEO,IY,65980,SS
VEV,DU,47686,YK
JXL,GF,59414,HT
LJZ,AT,48571,PM
BMQ,DD,12302,MR
ZGT,XQ,44409,GC
FSI,IO,19499,AB
AAU,FA,91451,UL
HWE,US,74919,ZW
WCI,CO,82905,DL
TUA,JH,89562,XM
IAE,KT,91047,NZ
UYM,LD,00603,FH
MJJ,SC,98199,YF
ITC,WF,29938,YR
XRP,WI,36650,OO
NHH,EH,68563,EV
RCB,HN,03418,IK
HOM,WK,40456,IN
SKZ,BR,25586,QW
UDY,YA,59225,CB
NLJ,YL,68351,IH
XJK,UW,66263,WH
HOY,YC,70377,FK
WQM,XR,03085,BF
TML,WX,40033,ER
VLK,FC,28375,LH
ZVJ,BL,55185,HB
QIS,HM,99618,RQ
DLA,MY,82834,WF
TQU,SV,91841,OX
UOQ,BD,52446,LN
VWP,HP,76122,JG
IQZ,ZH,71497,EJ
UHY,QX,09749,UA
SCS,YZ,47751,DD
IVM,FC,57335,HJ
TPM,QE,91430,RF
AWO,WE,80203,HK
VRR,DH,32190,PZ
UGP,CF,87181,TR
NLX,RQ,12979,BC
WJN,RK,94909,EZ
LNI,UQ,58240,VW
VIJ,IN,47731,AD
KUD,UI,37180,UW
PDR,WH,83125,KA
EJP,BJ,99950,ES
KWI,UP,74897,VK
THW,XD,30079,HK
AAJ,QB,46382,AK
VDG,YT,18505,XC
DWV,DW,01507,GL
IPJ,OQ,87180,OT
HSO,HL,27036,DB
PCS,ZQ,05420,AQ
AJR,KM,15739,GF
KAW,JS,72768,YT
SQD,FC,38358,RZ
WIW,QE,24428,DE
PBF,XK,43061,JG
JSJ,WQ,73388,AO
CQD,KQ,37903,UN
SGE,LP,76352,XH
BYI,HW,98237,PD
SWN,UR,05557,VY
ORK,YX,96907,YE
OIW,YP,33934,ST
GFQ,DX,44996,PE
SPK,JG,46051,CI
FEA,KW,78790,RK
MEI,EY,75519,TR
KDZ,BJ,27186,VV
XRK,AM,08462,AV
HEN,WB,43694,OM
QSW,YK,22906,GJ
BNR,XA,24807,WE
GLY,RP,27355,AR
HET,ED,47650,FB
JYE,LW,50330,UH
XCP,TU,96364,IG
TEB,XQ,47148,JL
GCJ,ST,39433,ON
RTI,CH,92771,LF
VEU,GO,30725,DZ
GZA,YD,66311,EF
RZX,CT,89166,PT
UVR,FE,07658,PW
JGQ,JU,70797,TX
ENB,IH,02811,XW
NYV,XA,50133,JE
BYF,HE,51421,JT
MLF,YE,63900,DA
TKP,LD,98220,PG
TRS,ZY,19840,ZZ
PKO,JG,40822,LI
ADX,NX,75945,JC
BOL,GN,82057,PE
BFG,MS,18331,ID
ONG,AI,90470,PL
BSW,EK,57750,WH
AVK,IW,28644,YQ
ENW,TU,33293,CT
HFZ,DG,60628,YE
XNZ,MD,85140,IP
LVZ,ZE,56125,UG
EOL,DP,06080,GA
GSR,MI,99054,BL
GTH,PK,14874,MF
RAW,MS,79178,RE
OOT,YF,96341,NX
NLN,RN,08504,QY
KNZ,KQ,38961,SM
PGX,AW,47636,LH
FWK,UD,84335,MR
XSE,EE,67233,DG
TBS,QS,68022,IM
TAD,SW,25715,ZP
ZVZ,LC,25364,SP
MCS,PM,42612,RP
DZS,JO,88922,JQ
LDJ,VK,44606,SG
JMI,FY,23628,FZ
LGA,XO,15893,TP
OSI,TF,38659,AC
WOE,WK,06411,EY
PYM,JB,24256,DA
QCQ,DP,87981,UG
MTL,JT,02467,SH
TZD,AD,94772,GR
WNG,IZ,10761,SK
TMH,RZ,99584,KY
SPJ,KP,74683,XB
AWP,EU,35490,HE
GAU,XL,42735,WQ
ZTK,VS,56284,HD
LAU,XO,66627,LJ
EMN,YX,85544,TC
DDJ,IV,45698,NA
GOD,ZZ,96889,WO
UEG,RO,58852,YK
GJO,EE,65131,OS
EPI,LE,65394,ZO
NDI,NY,09796,CX
EGW,GW,31262,KG
UZY,JE,31273,VP
FTU,PM,12213,BR
BJB,QU,74566,XZ
JEG,SQ,46455,KE
BPD,YG,63215,UF
XGG,JW,59588,VQ
YKX,GT,85760,MK
OXL,VB,03348,ZM
ZAS,MF,81499,JM
LSL,FF,58596,GM
FGP,BG,60843,RB
SWW,OY,88467,QS
KJG,KJ,66793,IZ
LSG,FZ,85381,MO
CNB,BV,15203,KT
ZWG,NI,18620,LC
JGK,VC,49120,BN
JZK,IF,37247,OO
QKZ,IB,90723,MZ
FYZ,ED,42604,NY
DXJ,VS,64850,NO
SKF,ZS,41136,TB
EBH,QN,95503,XX
CWA,SF,45544,BP
FCG,RY,42396,IM
UEY,AD,41595,VL
XQP,ZO,56560,KE
KKM,XG,37965,PU
CZZ,NR,73033,UT
GTG,MZ,14324,YQ
YYO,AQ,47620,JG
XNG,RX,04714,YO
MNS,HC,56087,GP
FAI,DK,60192,SZ
PHK,YL,26801,XQ
LXQ,LR,56617,RE
MEC,QP,08515,BH
WCY,FW,01235,FW
NPA,ZJ,77562,WG
CFL,AE,27931,UH
SRG,OS,54545,BD
CNV,CF,06969,AX
VJL,DZ,19963,AR
WTR,IQ,91581,KD
FFN,XB,13982,TU
RPL,MA,10317,QJ
NGL,YZ,09224,UF
MGM,LP,05728,TS
HPE,RG,20284,LU
UYQ,HL,61934,IP
RRY,XS,40821,FV
QUH,MN,86469,UC
JRG,TA,69363,ZU
MEC,EU,37565,KP
FXG,CC,36560,FD
PMU,LJ,35305,MH
BSG,YM,37393,DI
ERP,TU,99026,KM
WTA,TP,34356,UB
VIW,HU,61213,UH
RNL,ER,84487,TM
QNN,RP,87721,UV
SHM,ZD,00715,HG
NKN,TE,35993,ZP
HRU,FL,05108,LB
UKA,IQ,10274,CZ
RYC,NW,62489,KD
QZW,SJ,18026,CJ
CME,EE,90560,FV
SDL,EE,62500,QK
KHX,QF,29532,LE
MSL,DS,75200,XP
DEF,AY,77653,PL
CNW,XD,04371,CJ
ZRI,DT,76971,WT
FOO,DK,41737,ZL
SAO,PN,22997,LK
MRN,AG,56975,KP
LUY,QR,47518,MR
MKB,FQ,92280,SE
OIV,IO,42523,KL
XDH,EU,82238,EW
GCJ,SL,68413,UR
NIL,PU,66155,VU
HIJ,YJ,09768,FJ
LQH,GV,39410,HN
XXS,HU,47607,UP
QDE,LR,27332,DG
BQQ,MI,21362,XT
RSE,EL,46627,LH
OVV,DD,92209,TU
KYY,DB,58268,MY
ETL,IJ,95216,SW
RPW,PH,91102,ZY
NOJ,OP,58563,LD
DWV,SW,82941,BI
FZC,LV,46131,AQ
VFX,CP,94912,WE
KZD,VE,80389,JB
PSX,CI,30936,IR
TOP,MY,32484,MY
CYK,KA,92570,XH
NJA,RN,86526,GR
LXL,FB,11992,ES
ITZ,NF,58010,UY
QSU,EP,80613,GX
KYJ,IM,86715,SD
JSA,EF,61718,QX
BZO,RN,36092,TO
SPP,IH,13058,ZB
SCO,CV,85708,NA
VYD,CH,66598,AG
TNN,DH,72701,TR
ROK,YA,17113,CE
KDW,LW,63213,CX
RSR,CY,56229,QL
FSW,LP,05875,JA
VRE,ZB,48117,DS
OTV,UD,63004,XU
EGR,FB,81416,QU
VUB,QU,34269,UA
CFB,BL,58012,TV
QIK,NH,06872,DN
SOL,JQ,85975,HO
VHY,SG,10504,CT
MOI,TY,03050,YE
WFM,DL,16614,ZU
JXG,MC,85095,KH
ADF,EA,82220,UF
OLA,DC,15224,VL
GCG,CD,83593,OW
ZDI,IG,05239,OE
OIM,EW,78671,ZL
MJS,UO,94907,ZZ
QWO,BN,84862,RD
CPZ,XG,45320,WA
BYX,VU,43035,TF
WQH,YC,24473,FM
RHP,SF,93941,XD
FPK,MD,80040,EQ
HTX,OZ,73647,TW
NBW,IN,95803,CZ
ZAU,FS,14655,ME
ITQ,CM,50387,GZ
KTD,PP,92187,RB
MTV,FE,34539,IN
ZMV,MX,44720,KT
OBD,VA,43654,JH
ZMU,VM,96205,NX
CFK,NU,93178,FY
VOD,MP,64382,QQ
PNT,SK,11123,NG
FAS,SF,53883,SK
QOB,AT,28422,UO
CDF,MT,06865,GX
DYU,WP,79560,IK
JFD,SH,87464,SU
UIC,JU,01998,YH
GNR,NL,52877,OC
LQD,ZX,79976,CS
OKD,WR,76902,XX
JCH,KE,08382,GK
GJT,VJ,51585,TL
MBU,DQ,09826,LD
VRH,ND,70578,PP
BII,VW,86186,LH
XZM,DY,59770,LU
XPB,PF,46462,NV
EAY,UT,35124,QK
TRU,MM,52647,PR
XED,JQ,89726,XF
ORW,BR,21332,QS
BVN,KJ,46351,NV
IYJ,HR,35236,CJ
QVK,ZM,23334,IU
HSX,SY,53576,HV
MQU,NF,49943,ZU
